Time,alt_msl_ft,ias_kt,vs_fps,pitch_deg,roll_deg,throttle
44.0083,590.7367816,64.3619488,-4.988742027,-1.048946089,-0.1575949972,0.4184351554
44.2083,589.7439527,64.21252298,-4.944458815,-1.007636989,-0.1237447794,0.4184351554
44.4083,588.7590006,64.06220559,-4.907140899,-0.9538687191,-0.08141164913,0.4184351554
44.6083,587.7824035,63.91025415,-4.861406996,-0.8916541828,-0.03810355097,0.4184351554
44.8083,586.815538,63.75665572,-4.810765642,-0.8324501309,-0.002944453353,0.4184351554
45.0083,585.8587116,63.60189342,-4.761504054,-0.7801325499,0.03106047793,0.4184351554
45.2083,584.9111248,63.44656724,-4.718410281,-0.7351297097,0.06430019064,0.4184351554
45.4083,583.9712251,63.29126112,-4.685551805,-0.6963779716,0.09506186454,0.4184351554
45.6167,582.9981253,63.12966373,-4.659534718,-0.6472338423,0.1045188012,0.4184351554
45.8083,582.1075445,62.98042916,-4.635351809,-0.5775488846,0.08894925162,0.4184351554
46.0083,581.1860063,62.82252868,-4.58342917,-0.486360383,0.06184108848,0.4184351554
46.2083,580.2766692,62.66216299,-4.51563574,-0.4043715761,0.02804751513,0.4184351554
46.4083,579.3808994,62.50001294,-4.449063651,-0.3409538499,-0.01011119184,0.4184351554
46.6083,578.4971382,62.3372149,-4.39443857,-0.2987564559,-0.04761515883,0.4184351554
46.8083,577.6215313,62.17544324,-4.369402887,-0.2854364755,-0.07361875499,0.4184351554
47.0083,576.7479424,62.01571036,-4.371157263,-0.2775109417,-0.09644157034,0.4184351554
47.2083,575.8718789,61.85848713,-4.393145151,-0.2778713194,-0.1197404334,0.4184351554
47.4167,574.9524479,61.69803369,-4.436543824,-0.2899059697,-0.1456045438,0.4184351554
47.6083,574.0966639,61.55408429,-4.495155842,-0.3124636271,-0.1710800759,0.4184351554
47.8083,573.1897089,61.40837702,-4.575618756,-0.3478195805,-0.1994085423,0.4184351554
48.0083,572.2646125,61.26796384,-4.67563669,-0.3949123277,-0.2294187438,0.4184351554
48.2083,571.3174737,61.13341546,-4.796277229,-0.4520268815,-0.2609903985,0.4184351554
48.4083,570.344565,61.0048372,-4.930160317,-0.5018536442,-0.2945584055,0.4184351554
48.6083,569.3445958,60.88175719,-5.068048573,-0.5474095848,-0.3420042078,0.4184351554
48.8083,568.3173708,60.76360121,-5.201122382,-0.5827535933,-0.3978153693,0.4184351554
49.0083,567.2642349,60.65005015,-5.327928511,-0.6222639719,-0.4565793981,0.4184351554
49.2083,566.1856172,60.54150618,-5.458340301,-0.6719618184,-0.5163844281,0.4184351554
49.4083,565.0803355,60.43763237,-5.591450224,-0.6989299276,-0.5731324351,0.4184351554
49.6083,563.9505956,60.33636709,-5.702044251,-0.6910982877,-0.6022933369,0.4184351554
49.8083,562.8018862,60.23554184,-5.78127511,-0.6351376134,-0.5928110287,0.4184351554
50.0083,561.6441699,60.13156117,-5.791340621,-0.5255636239,-0.5486316003,0.4184351554
50.2083,560.5385972,60.02747183,-5.745834999,-0.4187873802,-0.5034912604,0.4184351554
50.4083,559.3501938,59.91011051,-5.666214796,-0.3228951739,-0.4613464698,0.4184351554
50.6167,558.1790881,59.78986011,-5.581832982,-0.2515044297,-0.428450287,0.4184351554
50.8167,557.0703209,59.67309608,-5.511542486,-0.2026064646,-0.4050194105,0.4184351554
51.0083,556.0193251,59.56098866,-5.460263381,-0.1699720761,-0.3789805494,0.4184351554
51.2083,554.9311795,59.44460467,-5.425505406,-0.1479140991,-0.3502380725,0.4184351554
51.4167,553.8029084,59.32475255,-5.409667867,-0.1361456954,-0.3235772056,0.4184351554
51.6083,552.7659943,59.21633907,-5.412740041,-0.1346411135,-0.3024932553,0.4570203644
51.8083,551.6815981,59.10629718,-5.433067471,-0.142297287,-0.281167318,0.4570203644
52.0167,550.5905551,59.00048182,-5.481509081,-0.1259955747,-0.23103888,0.4570203644
52.2083,549.4919701,58.89384274,-5.500230238,0.0506461044,-0.1676774328,0.4570203644
52.4083,548.4052204,58.77458166,-5.360225629,0.3976492583,-0.107940168,0.4570203644
52.6083,547.3641662,58.63805945,-5.060546618,0.7098765072,-0.04942374277,0.4570203644
52.8083,546.385095,58.49077594,-4.746527213,0.9064325236,0.01076029677,0.4570203644
53.0083,545.4647378,58.33886874,-4.475051347,1.020660377,0.06909843831,0.4570203644
53.2083,544.5915279,58.18647604,-4.271911379,1.088217162,0.1254396303,0.4570203644
53.4083,543.7525338,58.03535896,-4.129295731,1.137251462,0.1794082929,0.4570203644
